IT_NO ID ISLIQUIDSHORT HASLOAN HASINVESTMENT LIQUIDITY_NEED ISINSOLVENT ISILLIQUID TOTAL_ASSETS LIQUIDITY INVENTORY UNIT_GOODS_PRICE CAPITAL_GOODS_PRICE CAPITAL_GOODS PHYSICAL_CAPITAL DEBT EQUITY
2221 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.009584 0.560000 4222 4222 1975.380074 388.939926
2221 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.009515 0.560000 4222 4222 1947.833333 416.486667
2221 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.009588 0.560000 5095 5095 2360.474837 492.725163
2221 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.009501 0.560000 3931 3931 1836.521734 364.838266
2221 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.009532 0.560000 4950 4950 2439.587645 332.412355
2221 8 0 0 0 0.000000 0 0 1834.560000 -0.000000 0 0.009568 0.560000 3276 3276 1595.774095 238.785905
2221 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.009592 0.560000 4731 4731 2278.701652 370.658348
2221 5 0 0 0 0.000000 0 0 1997.520000 0.000000 0 0.009570 0.560000 3567 3567 1661.646749 335.873251
2221 15 0 0 0 0.000000 0 0 1923.870580 -0.000000 5162 0.009491 0.560000 3348 3348 1580.086135 343.784444
2221 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.009508 0.560000 4076 4076 1884.905130 397.654870
2221 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.009505 0.560000 4149 4149 1929.317399 394.122601
2221 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.009488 0.560000 2548 2548 1235.725393 191.154607
2281 4 0 0 0 0.000000 0 0 2345.789624 -0.000000 6488 0.009746 0.560000 4076 4076 1884.905130 460.884494
2281 6 0 0 0 0.000000 0 0 2345.537401 0.000000 2269 0.009739 0.560000 4149 4149 1929.317399 416.220002
2281 7 0 0 0 0.000000 0 0 2925.542985 -0.000000 7451 0.009709 0.560000 5095 5095 2360.474837 565.068148
2281 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.009722 0.560000 4731 4731 2278.701652 370.658348
2281 9 0 0 0 0.000000 0 0 2418.490545 -0.000000 5554 0.009753 0.560000 4222 4222 1947.833333 470.657211
2281 10 0 0 0 0.000000 0 0 1458.594183 0.000000 3260 0.009728 0.560000 2548 2548 1235.725393 222.868790
2281 11 0 0 0 0.000000 0 0 2393.336766 0.000000 2990 0.009705 0.560000 4222 4222 1975.380074 417.956692
2281 13 0 0 0 0.000000 0 0 2772.000000 -0.000000 0 0.009770 0.560000 4950 4950 2439.587645 332.412355
2281 5 0 0 0 0.000000 0 0 2021.672988 -0.000000 2492 0.009692 0.560000 3567 3567 1661.646749 360.026239
2281 15 0 0 0 0.000000 0 0 1923.042266 -0.000000 5006 0.009621 0.560000 3348 3348 1580.086135 342.956131
2281 14 0 0 0 0.000000 0 0 2275.435336 0.000000 7695 0.009626 0.560000 3931 3931 1836.521734 438.913603
2281 8 0 0 0 0.000000 0 0 1870.123416 0.000000 3670 0.009690 0.560000 3276 3276 1595.774095 274.349321
2341 6 1 1 0 0.000000 0 0 2515.793644 -0.000000 19545 0.009842 0.560000 4149 4149 1974.224029 541.569614
2341 13 0 0 0 0.000000 0 0 2861.551539 0.000000 9164 0.009772 0.560000 4950 4950 2439.587645 421.963895
2341 5 0 0 0 0.000000 0 0 2167.001650 -0.000000 17292 0.009801 0.560000 3567 3567 1661.646749 505.354901
2341 9 0 0 0 0.000000 0 0 2434.783615 -0.000000 7218 0.009762 0.560000 4222 4222 1947.833333 486.950281
2341 4 0 0 0 0.000000 0 0 2291.670970 -0.000000 933 0.009765 0.560000 4076 4076 1884.905130 406.765841
2341 8 0 0 0 0.000000 0 0 1873.575431 0.000000 3970 0.009828 0.560000 3276 3276 1595.774095 277.801336
2341 10 0 0 0 0.000000 0 0 1444.538526 0.000000 1814 0.009735 0.560000 2548 2548 1235.725393 208.813133
2341 15 0 0 0 0.000000 0 0 1953.201264 -0.000000 7969 0.009828 0.560000 3348 3348 1580.086135 373.115129
2341 12 0 0 0 0.000000 0 0 2714.595257 -0.000000 6640 0.009825 0.560000 4731 4731 2278.701652 435.893605
2341 14 0 0 0 0.000000 0 0 2202.777707 0.000000 147 0.009644 0.560000 3931 3931 1836.521734 366.255973
2341 11 0 0 0 0.000000 0 0 2428.092776 0.000000 6496 0.009817 0.560000 4222 4222 1975.380074 452.712703
2341 7 0 0 0 0.000000 0 0 3067.280934 -0.000000 22007 0.009728 0.560000 5095 5095 2360.474837 706.806097
2401 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.009907 0.560000 3931 3931 1836.521734 364.838266
2401 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.009762 0.560000 5095 5095 2360.474837 492.725163
2401 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.009889 0.560000 4076 4076 1884.905130 397.654870
2401 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.009879 0.560000 2548 2548 1235.725393 191.154607
2401 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.009907 0.560000 4222 4222 1947.833333 416.486667
2401 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.009969 0.560000 4950 4950 2439.587645 332.412355
2401 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.009938 0.560000 3567 3567 1661.646749 335.873251
2401 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.009929 0.560000 3276 3276 1595.774095 238.785905
2401 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.009962 0.560000 4731 4731 2278.701652 370.658348
2401 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.009879 0.560000 4149 4149 1974.224029 349.215971
2401 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.009955 0.560000 4222 4222 1975.380074 388.939926
2401 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.009937 0.560000 3348 3348 1580.086135 294.793865
2461 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.010069 0.560000 3348 3348 1580.086135 294.793865
2461 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.010169 0.560000 5095 5095 2360.474837 492.725163
2461 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.010088 0.560000 4731 4731 2278.701652 370.658348
2461 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.010133 0.560000 4222 4222 1947.833333 416.486667
2461 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.010132 0.560000 3931 3931 1836.521734 364.838266
2461 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.010129 0.560000 4076 4076 1884.905130 397.654870
2461 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.010091 0.560000 4950 4950 2439.587645 332.412355
2461 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.010088 0.560000 4222 4222 1975.380074 388.939926
2461 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.010058 0.560000 3276 3276 1595.774095 238.785905
2461 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.010064 0.560000 3567 3567 1661.646749 335.873251
2461 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.010107 0.560000 2548 2548 1235.725393 191.154607
2461 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.010132 0.560000 4149 4149 1974.224029 349.215971
2521 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.010328 0.560000 3348 3348 1580.086135 294.793865
2521 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.010345 0.560000 4731 4731 2278.701652 370.658348
2521 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.010323 0.560000 3567 3567 1661.646749 335.873251
2521 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.010344 0.560000 4222 4222 1975.380074 388.939926
2521 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.010349 0.560000 4950 4950 2439.587645 332.412355
2521 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.010263 0.560000 4149 4149 1974.224029 349.215971
2521 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.010239 0.560000 2548 2548 1235.725393 191.154607
2521 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.010318 0.560000 3276 3276 1595.774095 238.785905
2521 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.010260 0.560000 4076 4076 1884.905130 397.654870
2521 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.010263 0.560000 3931 3931 1836.521734 364.838266
2521 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.010264 0.560000 4222 4222 1947.833333 416.486667
2521 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.010295 0.560000 5095 5095 2360.474837 492.725163
2581 5 0 0 0 0.000000 0 0 2041.163780 -0.000000 4174 0.010456 0.560000 3567 3567 1661.646749 379.517031
2581 9 0 0 0 0.000000 0 0 2374.142285 -0.000000 944 0.010405 0.560000 4222 4222 1947.833333 426.308952
2581 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.010554 0.560000 5095 5095 2360.474837 492.725163
2581 14 0 0 0 0.000000 0 0 2236.533266 0.000000 3342 0.010525 0.560000 3931 3931 1836.521734 400.011533
2581 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.010470 0.560000 4222 4222 1975.380074 388.939926
2581 12 0 0 0 0.000000 0 0 2662.323370 -0.000000 1238 0.010471 0.560000 4731 4731 2278.701652 383.621718
2581 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.010454 0.560000 3348 3348 1580.086135 294.793865
2581 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.010401 0.560000 4076 4076 1884.905130 397.654870
2581 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.010379 0.560000 2548 2548 1235.725393 191.154607
2581 6 0 0 0 0.000000 0 0 2359.738833 -0.000000 3489 0.010404 0.560000 4149 4149 1974.224029 385.514803
2581 13 0 0 0 0.000000 0 0 2811.280024 0.000000 3750 0.010475 0.560000 4950 4950 2439.587645 371.692379
2581 8 0 0 0 0.000000 0 0 1964.464697 0.000000 12436 0.010446 0.560000 3276 3276 1595.774095 368.690602
2641 11 0 0 0 0.000000 0 0 2430.907291 0.000000 6284 0.010596 0.560000 4222 4222 1975.380074 455.527218
2641 12 0 0 0 0.000000 0 0 2694.299360 -0.000000 4224 0.010639 0.560000 4731 4731 2278.701652 415.597708
2641 4 0 0 0 0.000000 0 0 2328.513298 -0.000000 4351 0.010562 0.560000 4076 4076 1884.905130 443.608169
2641 13 0 0 0 0.000000 0 0 2772.493365 0.000000 47 0.010497 0.560000 4950 4950 2439.587645 332.905721
2641 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.010547 0.560000 5095 5095 2360.474837 492.725163
2641 10 0 0 0 0.000000 0 0 1451.003685 0.000000 2290 0.010534 0.560000 2548 2548 1235.725393 215.278292
2641 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.010575 0.560000 4222 4222 1947.833333 416.486667
2641 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.010476 0.560000 3567 3567 1661.646749 335.873251
2641 14 0 0 0 0.000000 0 0 2210.462178 0.000000 864 0.010535 0.560000 3931 3931 1836.521734 373.940444
2641 8 0 0 0 0.000000 0 0 1854.840203 0.000000 1939 0.010459 0.560000 3276 3276 1595.774095 259.066108
2641 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.010582 0.560000 3348 3348 1580.086135 294.793865
2641 6 0 0 0 0.000000 0 0 2348.359835 0.000000 2351 0.010600 0.560000 4149 4149 1974.224029 374.135806
2701 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.010748 0.560000 4076 4076 1884.905130 397.654870
2701 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.010720 0.560000 4950 4950 2439.587645 332.412355
2701 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.010669 0.560000 5095 5095 2360.474837 492.725163
2701 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.010746 0.560000 4149 4149 1974.224029 349.215971
2701 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.010691 0.560000 3931 3931 1836.521734 364.838266
2701 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.010727 0.560000 3348 3348 1580.086135 294.793865
2701 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.010681 0.560000 3276 3276 1595.774095 238.785905
2701 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.010692 0.560000 4222 4222 1947.833333 416.486667
2701 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.010748 0.560000 4222 4222 1975.380074 388.939926
2701 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.010759 0.560000 4731 4731 2278.701652 370.658348
2701 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.010715 0.560000 2548 2548 1235.725393 191.154607
2701 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.010665 0.560000 3567 3567 1661.646749 335.873251
2761 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.010973 0.560000 4950 4950 2439.587645 332.412355
2761 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.010947 0.560000 3931 3931 1836.521734 364.838266
2761 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.010854 0.560000 3348 3348 1580.086135 294.793865
2761 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.010947 0.560000 4222 4222 1947.833333 416.486667
2761 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.010873 0.560000 4222 4222 1975.380074 388.939926
2761 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.010883 0.560000 4731 4731 2278.701652 370.658348
2761 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.010842 0.560000 2548 2548 1235.725393 191.154607
2761 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.010947 0.560000 3567 3567 1661.646749 335.873251
2761 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.010953 0.560000 5095 5095 2360.474837 492.725163
2761 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.010937 0.560000 3276 3276 1595.774095 238.785905
2761 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.010871 0.560000 4149 4149 1974.224029 349.215971
2761 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.010873 0.560000 4076 4076 1884.905130 397.654870
2821 8 1 1 0 0.000000 0 0 1998.522858 -0.000000 14808 0.011073 0.560000 3276 3276 1618.562289 379.960570
2821 7 1 1 0 0.000000 0 0 3075.787305 -0.000000 20078 0.011086 0.560000 5095 5095 2379.313675 696.473630
2821 15 1 1 0 0.000000 0 0 2112.110782 -0.000000 21583 0.010992 0.560000 3348 3348 1608.803287 503.307496
2821 4 0 0 0 0.000000 0 0 2311.001361 -0.000000 2551 0.011149 0.560000 4076 4076 1884.905130 426.096231
2821 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.011105 0.560000 4950 4950 2439.587645 332.412355
2821 12 0 0 0 0.000000 0 0 2703.799773 -0.000000 4878 0.011160 0.560000 4731 4731 2278.701652 425.098122
2821 6 0 0 0 0.000000 0 0 2415.656516 -0.000000 8271 0.011149 0.560000 4149 4149 1974.224029 441.432486
2821 14 0 0 0 0.000000 0 0 2223.161346 0.000000 1966 0.011089 0.560000 3931 3931 1836.521734 386.639612
2821 9 0 0 0 0.000000 0 0 2381.830792 -0.000000 1579 0.011090 0.560000 4222 4222 1947.833333 433.997458
2821 11 0 0 0 0.000000 0 0 2482.892450 0.000000 10768 0.011012 0.560000 4222 4222 1975.380074 507.512377
2821 10 0 0 0 0.000000 0 0 1587.763619 0.000000 14652 0.010980 0.560000 2548 2548 1235.725393 352.038226
2821 5 0 0 0 0.000000 0 0 1998.151649 -0.000000 57 0.011082 0.560000 3567 3567 1661.646749 336.504900
2881 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.011240 0.560000 4950 4950 2439.587645 332.412355
2881 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.011217 0.560000 3567 3567 1661.646749 335.873251
2881 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.011215 0.560000 4222 4222 1947.833333 416.486667
2881 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.011159 0.560000 4076 4076 1884.905130 397.654870
2881 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.011252 0.560000 4222 4222 1975.380074 388.939926
2881 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.011202 0.560000 3931 3931 1836.521734 364.838266
2881 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.010993 0.560000 2548 2548 1235.725393 191.154607
2881 8 0 0 0 0.000000 0 0 1834.560000 -0.000000 0 0.011088 0.560000 3276 3276 1618.562289 215.997711
2881 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.011119 0.560000 5095 5095 2379.313675 473.886325
2881 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.011008 0.560000 3348 3348 1608.803287 266.076713
2881 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.011171 0.560000 4731 4731 2278.701652 370.658348
2881 6 0 0 0 0.000000 0 0 2335.624466 0.000000 1092 0.011158 0.560000 4149 4149 1974.224029 361.400436
2941 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.011281 0.560000 5095 5095 2379.313675 473.886325
2941 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.011238 0.560000 2548 2548 1235.725393 191.154607
2941 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.011313 0.560000 3348 3348 1608.803287 266.076713
2941 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.011369 0.560000 3931 3931 1836.521734 364.838266
2941 8 0 0 0 0.000000 0 0 1834.560000 -0.000000 0 0.011253 0.560000 3276 3276 1618.562289 215.997711
2941 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.011309 0.560000 4149 4149 1974.224029 349.215971
2941 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.011375 0.560000 4222 4222 1975.380074 388.939926
2941 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.011306 0.560000 4076 4076 1884.905130 397.654870
2941 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.011376 0.560000 4222 4222 1947.833333 416.486667
2941 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.011361 0.560000 3567 3567 1661.646749 335.873251
2941 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.011383 0.560000 4950 4950 2439.587645 332.412355
2941 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.011328 0.560000 4731 4731 2278.701652 370.658348
3001 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.011596 0.560000 5095 5095 2379.313675 473.886325
3001 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.011576 0.560000 4076 4076 1884.905130 397.654870
3001 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.011517 0.560000 4222 4222 1947.833333 416.486667
3001 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.011557 0.560000 2548 2548 1235.725393 191.154607
3001 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.011579 0.560000 3348 3348 1608.803287 266.076713
3001 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.011579 0.560000 4149 4149 1974.224029 349.215971
3001 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.011516 0.560000 4222 4222 1975.380074 388.939926
3001 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.011594 0.560000 4731 4731 2278.701652 370.658348
3001 13 0 0 0 0.000000 0 0 2850.630838 0.000000 6823 0.011524 0.560000 4950 4950 2439.587645 411.043193
3001 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.011503 0.560000 3567 3567 1661.646749 335.873251
3001 8 0 0 0 0.000000 0 0 1857.550317 -0.000000 1987 0.011570 0.560000 3276 3276 1618.562289 238.988029
3001 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.011510 0.560000 3931 3931 1836.521734 364.838266
3061 10 1 1 0 0.000000 0 0 1597.272365 0.000000 14555 0.011707 0.560000 2548 2548 1250.983011 346.289354
3061 11 1 1 0 0.000000 0 0 2588.032221 0.000000 19170 0.011670 0.560000 4222 4222 1990.540259 597.491962
3061 15 0 0 0 0.000000 0 0 1920.663168 -0.000000 3904 0.011727 0.560000 3348 3348 1608.803287 311.859882
3061 12 0 0 0 0.000000 0 0 2793.950461 -0.000000 12314 0.011742 0.560000 4731 4731 2278.701652 515.248810
3061 13 0 0 0 0.000000 0 0 2895.383583 0.000000 10558 0.011686 0.560000 4950 4950 2439.587645 455.795938
3061 7 0 0 0 0.000000 0 0 2974.745873 -0.000000 10347 0.011747 0.560000 5095 5095 2379.313675 595.432198
3061 5 0 0 0 0.000000 0 0 2204.860149 -0.000000 17787 0.011657 0.560000 3567 3567 1661.646749 543.213400
3061 8 0 0 0 0.000000 0 0 1834.560000 -0.000000 0 0.011580 0.560000 3276 3276 1618.562289 215.997711
3061 6 0 0 0 0.000000 0 0 2360.368892 0.000000 3147 0.011735 0.560000 4149 4149 1974.224029 386.144862
3061 14 0 0 0 0.000000 0 0 2288.070972 0.000000 7434 0.011664 0.560000 3931 3931 1836.521734 451.549238
3061 4 0 0 0 0.000000 0 0 2406.315379 -0.000000 10552 0.011728 0.560000 4076 4076 1884.905130 521.410249
3061 9 0 0 0 0.000000 0 0 2462.697645 -0.000000 8429 0.011671 0.560000 4222 4222 1947.833333 514.864312
3121 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.011675 0.560000 3567 3567 1661.646749 335.873251
3121 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.011864 0.560000 4222 4222 1947.833333 416.486667
3121 8 0 0 0 0.000000 0 0 1834.560000 -0.000000 0 0.011820 0.560000 3276 3276 1618.562289 215.997711
3121 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.011734 0.560000 3348 3348 1608.803287 266.076713
3121 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.011741 0.560000 4076 4076 1884.905130 397.654870
3121 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.011778 0.560000 5095 5095 2379.313675 473.886325
3121 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.011693 0.560000 4222 4222 1990.540259 373.779741
3121 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.011763 0.560000 4731 4731 2278.701652 370.658348
3121 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.011715 0.560000 4950 4950 2439.587645 332.412355
3121 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.011744 0.560000 4149 4149 1974.224029 349.215971
3121 10 0 0 0 0.000000 0 0 1426.880000 -0.000000 0 0.011718 0.560000 2548 2548 1250.983011 175.896989
3121 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.011836 0.560000 3931 3931 1836.521734 364.838266
3181 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.012044 0.560000 4950 4950 2439.587645 332.412355
3181 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.012010 0.560000 4222 4222 1947.833333 416.486667
3181 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.012006 0.560000 4149 4149 1974.224029 349.215971
3181 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.012022 0.560000 4731 4731 2278.701652 370.658348
3181 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.012018 0.560000 4222 4222 1990.540259 373.779741
3181 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.011999 0.560000 3348 3348 1608.803287 266.076713
3181 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.012042 0.560000 5095 5095 2379.313675 473.886325
3181 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.012004 0.560000 4076 4076 1884.905130 397.654870
3181 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.011963 0.560000 3931 3931 1836.521734 364.838266
3181 8 0 0 0 0.000000 0 0 1834.560000 -0.000000 0 0.011955 0.560000 3276 3276 1618.562289 215.997711
3181 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.012001 0.560000 3567 3567 1661.646749 335.873251
3181 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.011950 0.560000 2548 2548 1250.983011 175.896989
3241 15 0 0 0 0.000000 0 0 1874.880000 0.000000 0 0.012138 0.560000 3348 3348 1608.803287 266.076713
3241 8 0 0 0 0.000000 0 0 1834.560000 -0.000000 0 0.012236 0.560000 3276 3276 1618.562289 215.997711
3241 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.012145 0.560000 4149 4149 1974.224029 349.215971
3241 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.012140 0.560000 3567 3567 1661.646749 335.873251
3241 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.012160 0.560000 4731 4731 2278.701652 370.658348
3241 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.012155 0.560000 4222 4222 1990.540259 373.779741
3241 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.012177 0.560000 5095 5095 2379.313675 473.886325
3241 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.012143 0.560000 4076 4076 1884.905130 397.654870
3241 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.012229 0.560000 2548 2548 1250.983011 175.896989
3241 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.012243 0.560000 3931 3931 1836.521734 364.838266
3241 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.012148 0.560000 4222 4222 1947.833333 416.486667
3241 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.012179 0.560000 4950 4950 2439.587645 332.412355
3301 6 1 1 0 0.000000 0 0 2558.894719 0.000000 19158 0.012290 0.560000 4149 4149 1983.289367 575.605352
3301 10 0 0 0 0.000000 0 0 1500.096820 -0.000000 5919 0.012370 0.560000 2548 2548 1250.983011 249.113809
3301 4 0 0 0 0.000000 0 0 2403.478799 0.000000 9727 0.012431 0.560000 4076 4076 1884.905130 518.573669
3301 7 0 0 0 0.000000 0 0 2865.820678 -0.000000 1013 0.012459 0.560000 5095 5095 2379.313675 486.507003
3301 8 0 0 0 0.000000 0 0 1908.794979 0.000000 5996 0.012381 0.560000 3276 3276 1618.562289 290.232690
3301 14 0 0 0 0.000000 0 0 2312.221830 0.000000 8949 0.012388 0.560000 3931 3931 1836.521734 475.700097
3301 5 0 0 0 0.000000 0 0 2028.569458 -0.000000 2527 0.012287 0.560000 3567 3567 1661.646749 366.922709
3301 15 0 0 0 0.000000 0 0 1874.880000 0.000000 0 0.012285 0.560000 3348 3348 1608.803287 266.076713
3301 13 0 0 0 0.000000 0 0 2799.834862 0.000000 2233 0.012465 0.560000 4950 4950 2439.587645 360.247217
3301 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.012444 0.560000 4222 4222 1990.540259 373.779741
3301 9 0 0 0 0.000000 0 0 2441.667698 -0.000000 6291 0.012295 0.560000 4222 4222 1947.833333 493.834365
