IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
1921 157 329.895380 329.895380 657.805708 0.000000 657.805708 -327.910329 0.000000 0.000000
1921 156 327.034157 327.034157 719.593677 0.000000 719.593677 -392.559520 0.000000 0.000000
1981 157 322.724702 322.724702 422.671256 0.000000 422.671256 -99.946554 0.000000 0.000000
1981 156 322.352208 322.352208 500.477894 0.000000 500.477894 -178.125686 0.000000 0.000000
2041 157 318.054569 318.054569 186.602916 0.000000 186.602916 131.451652 0.000000 0.000000
2041 156 316.121008 316.121008 279.789798 0.000000 279.789798 36.331211 0.000000 0.000000
2101 157 309.960013 309.960013 0.000000 0.000000 0.000000 309.960013 131.451652 0.000000
2101 156 309.621414 309.621414 58.427169 0.000000 58.427169 251.194244 36.331211 0.000000
2161 157 301.618991 301.618991 0.000000 0.000000 0.000000 301.618991 309.960013 0.000000
2161 156 301.427340 301.427340 0.000000 0.000000 0.000000 301.427340 251.194244 0.000000
2221 157 291.639471 291.639471 0.000000 0.000000 0.000000 291.639471 301.618991 0.000000
2221 156 291.851951 291.851951 0.000000 0.000000 0.000000 291.851951 301.427340 0.000000
2281 157 276.960800 276.960800 0.000000 0.000000 0.000000 276.960800 291.639471 0.000000
2281 156 282.387657 282.387657 0.000000 0.000000 0.000000 282.387657 291.851951 0.000000
2341 157 266.572009 266.572009 0.000000 0.000000 0.000000 266.572009 276.960800 0.000000
2341 156 271.651739 271.651739 0.000000 0.000000 0.000000 271.651739 282.387657 0.000000
2401 157 259.105988 259.105988 0.000000 0.000000 0.000000 259.105988 266.572009 0.000000
2401 156 255.466817 255.466817 0.000000 0.000000 0.000000 255.466817 271.651739 0.000000
2461 157 249.884681 249.884681 0.000000 0.000000 0.000000 249.884681 259.105988 0.000000
2461 156 244.940891 244.940891 0.000000 0.000000 0.000000 244.940891 255.466817 0.000000
2521 157 237.730910 237.730910 0.000000 0.000000 0.000000 237.730910 249.884681 0.000000
2521 156 234.115723 234.115723 0.000000 0.000000 0.000000 234.115723 244.940891 0.000000
2581 157 218.841971 218.841971 0.000000 0.000000 0.000000 218.841971 237.730910 0.000000
2581 156 220.622167 220.622167 0.000000 0.000000 0.000000 220.622167 234.115723 0.000000
2641 157 207.050653 207.050653 0.000000 0.000000 0.000000 207.050653 218.841971 0.000000
2641 156 203.761776 203.761776 0.000000 0.000000 0.000000 203.761776 220.622167 0.000000
2701 157 189.695927 189.695927 0.000000 0.000000 0.000000 189.695927 207.050653 0.000000
2701 156 190.499186 190.499186 0.000000 0.000000 0.000000 190.499186 203.761776 0.000000
2761 157 176.812734 176.812734 0.000000 0.000000 0.000000 176.812734 189.695927 0.000000
2761 156 177.089986 177.089986 0.000000 0.000000 0.000000 177.089986 190.499186 0.000000
2821 157 161.140606 161.140606 0.000000 0.000000 0.000000 161.140606 176.812734 0.000000
2821 156 169.428242 169.428242 0.000000 0.000000 0.000000 169.428242 177.089986 0.000000
2881 157 150.726796 150.726796 0.000000 0.000000 0.000000 150.726796 161.140606 0.000000
2881 156 158.641714 158.641714 0.000000 0.000000 0.000000 158.641714 169.428242 0.000000
2941 157 140.266286 140.266286 0.000000 0.000000 0.000000 140.266286 150.726796 0.000000
2941 156 149.186465 149.186465 0.000000 0.000000 0.000000 149.186465 158.641714 0.000000
3001 157 127.961166 127.961166 0.000000 0.000000 0.000000 127.961166 140.266286 0.000000
3001 156 135.641565 135.641565 0.000000 0.000000 0.000000 135.641565 149.186465 0.000000
3061 157 116.998941 116.998941 0.000000 0.000000 0.000000 116.998941 127.961166 0.000000
3061 156 120.474839 120.474839 0.000000 0.000000 0.000000 120.474839 135.641565 0.000000
3121 157 110.318093 110.318093 0.000000 0.000000 0.000000 110.318093 116.998941 0.000000
3121 156 110.828159 110.828159 0.000000 0.000000 0.000000 110.828159 120.474839 0.000000
3181 157 104.307562 104.307562 0.000000 0.000000 0.000000 104.307562 110.318093 0.000000
3181 156 105.351346 105.351346 0.000000 0.000000 0.000000 105.351346 110.828159 0.000000
3241 157 98.325733 98.325733 0.000000 0.000000 0.000000 98.325733 104.307562 0.000000
3241 156 101.768713 101.768713 0.000000 0.000000 0.000000 101.768713 105.351346 0.000000
3301 157 97.672597 97.672597 0.000000 0.000000 0.000000 97.672597 98.325733 0.000000
3301 156 100.554433 100.554433 0.000000 0.000000 0.000000 100.554433 101.768713 0.000000
3361 157 97.627585 97.627585 0.000000 0.000000 0.000000 97.627585 97.672597 0.000000
3361 156 100.509421 100.509421 0.000000 0.000000 0.000000 100.509421 100.554433 0.000000
3421 157 94.649349 94.649349 0.000000 0.000000 0.000000 94.649349 97.627585 0.000000
3421 156 99.730892 99.730892 0.000000 0.000000 0.000000 99.730892 100.509421 0.000000
3481 157 93.167685 93.167685 0.000000 0.000000 0.000000 93.167685 94.649349 0.000000
3481 156 93.865006 93.865006 0.000000 0.000000 0.000000 93.865006 99.730892 0.000000
3541 157 93.152398 93.152398 0.000000 0.000000 0.000000 93.152398 93.167685 0.000000
3541 156 93.865006 93.865006 0.000000 0.000000 0.000000 93.865006 93.865006 0.000000
